ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Children,Total_Purchases,Customer_Tenure_Days,Income_Log,Spending_Log,cluster
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,59,981,0,21,391,11.193215945679688,6.889591308354466,0
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,36,1,7,525,9.519661619531444,3.6109179126442243,1
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,39,1237,1,20,391,11.340914570141992,7.121252453244542,0
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,54,1825,1,34,646,11.17004071204347,7.509883061154913,0
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,37,103,2,9,661,10.448366716426971,4.6443908991413725,1
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,37,191,1,12,558,10.267088456545594,5.2574953720277815,1
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,44,1586,1,25,222,11.14309290949077,7.369600720526409,0
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,56,963,0,14,16,11.089637468588725,6.871091294610546,0
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,44,889,1,26,165,11.042393696283407,6.7912214627261855,0
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,54,93,0,7,134,10.380311619626104,4.543294782270004,1
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,41,1587,0,21,437,11.337595410565024,7.370230641807081,0
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,16,3,4,111,10.738633302789303,2.833213344056216,1
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,62,1375,0,32,390,11.345393993648909,7.226936018493289,0
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,52,393,1,14,537,10.936351699882175,5.976350909297934,0
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,64,1477,1,26,639,11.052808798233297,7.298445101508147,0
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,43,1179,1,18,235,11.2076495241174,7.07326971745971,0
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,54,1005,1,26,632,11.056935188442845,6.913737350659685,0
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,66,1348,0,21,47,11.240342163551318,7.207118856207756,0
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,55,1307,1,23,546,11.04866531035156,7.176254532017144,0
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,50,486,1,15,418,10.734372889867487,6.18826412308259,0
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,67,2252,0,13,476,11.259747873506827,7.720017940432244,0
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,43,235,2,17,315,10.746433098184468,5.4638318050256105,1
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,44,1724,0,30,524,11.566200793829088,7.45298232946546,0
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,44,235,1,11,198,10.92022072614414,5.4638318050256105,0
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,37,1092,1,28,37,11.273538195921754,6.996681488176539,0
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,56,599,1,17,286,11.110759907353348,6.396929655216146,0
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,54,2008,0,19,132,11.500630186876077,7.605392364814934,0
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,29,48,1,6,671,10.278630900757904,3.8918202981106265,1
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,40,1174,1,32,686,11.119082556689852,7.069023426578259,0
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,64,67,1,7,77,10.832042767230265,4.219507705176107,1
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,59,365,1,15,695,10.808353266740815,5.902633333401366,0
5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,39,6,0,0,142,11.944220749779412,1.9459101490553132,0
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,61,165,1,10,176,11.023192485743465,5.111987788356544,0
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,56,210,0,11,645,10.184560331647974,5.351858133476067,1
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,67,1095,1,26,302,11.199036300349274,6.999422467507961,0
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,48,223,3,12,251,10.752248627616684,5.4116460518550396,1
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,51,597,1,22,569,10.937632428649502,6.393590753950631,0
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,29,22,1,4,227,9.902837341194541,3.1354942159291497,1
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,39,1064,1,24,186,10.97388896343752,6.970730078143525,0
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,34,74,0,6,660,10.164543268920198,4.31748811353631,1
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,58,26,0,5,544,9.593014391783532,3.295836866004329,1
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,55,60,0,5,548,9.835797403566177,4.110873864173311,1
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,40,20,1,4,409,10.715949927730533,3.044522437723423,1
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,27,59,1,7,277,9.955320701176145,4.0943445622221,1
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,34,1,5,416,10.281512944885511,3.5553480614894135,1
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,43,198,2,12,234,10.909454441052057,5.293304824724492,1
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,50,1048,1,28,335,10.990448898463375,6.955592608396297,0
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,52,574,2,21,233,10.989487303153394,6.354370040797351,0
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,44,1029,1,17,655,11.108439876975565,6.937314081223682,0
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,34,670,1,20,195,11.256147567657031,6.508769136971682,0
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,39,990,1,16,575,10.870756529174912,6.898714534329988,0
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,11,2,4,38,10.194364515884429,2.4849066497880004,1
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,51,1241,1,21,607,11.305913595583258,7.124478262493424,0
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,35,576,0,17,178,11.161067472299884,6.3578422665081,0
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,29,172,1,12,378,10.495321571395584,5.153291594497779,1
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,34,664,0,20,188,11.086686057645586,6.499787040655854,0
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,51,928,1,23,254,11.12901145469236,6.834108738813838,0
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,47,2074,0,30,668,11.13814473899306,7.637716432664798,0
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,32,467,0,15,339,10.62230247984465,6.148468295917647,0
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,59,257,1,12,248,10.569957026509712,5.552959584921617,1
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,47,1146,0,17,192,11.094040714902595,7.044905117129371,0
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,38,689,1,20,479,11.104611302157315,6.536691597591305,0
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,42,2114,0,22,655,11.372029880265352,7.656810091480378,0
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,32,1717,0,44,694,11.9879415110395,7.4489161025442,0
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,25,1346,0,21,44,11.262487795081473,7.205635176410364,0
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,45,1044,0,15,272,11.14875104152993,6.951772164398911,0
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,54,493,1,22,633,10.831943981309154,6.202535517187923,0
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,44,957,0,13,308,11.022065853845115,6.86484777797086,0
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,56,270,1,12,352,10.652920544106665,5.602118820879701,1
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,29,0,5,239,9.479221814964246,3.4011973816621555,1
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,65,121,2,9,396,10.769978610857677,4.804021044733257,1
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,53,126,2,8,338,11.033663105660356,4.844187086458591,1
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,19,23,0,4,95,10.458090798648007,3.1780538303479458,1
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,65,57,2,8,447,10.18561673619821,4.060443010546419,1
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,53,636,0,20,238,10.735069708483318,6.456769655572163,0
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,54,1004,0,28,81,11.270458921316601,6.912742820493176,0
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,41,734,1,20,285,11.275961855055156,6.5998704992128365,0
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,36,614,2,20,109,11.176445228317016,6.421622267806518,0
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,36,1453,1,21,138,11.170759047227005,7.282073658093465,0
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,26,1621,0,15,61,11.410316715284756,7.3914152346753585,0
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,46,187,1,12,185,10.62948906996702,5.236441962829949,1
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,28,1443,1,22,535,11.183768407068236,7.275172319452771,0
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,44,57,1,6,2,10.482429663876848,4.060443010546419,1
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,63,637,1,20,445,10.673271647634778,6.45833828334479,0
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,66,948,1,14,220,11.103090824344122,6.855408798609928,0
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,43,59,1,5,535,10.46820459264593,4.0943445622221,1
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,28,18,1,4,352,10.136700239527121,2.9444389791664403,1
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,49,903,1,26,616,10.919641718763716,6.806829360392176,0
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,112,1,8,494,10.411810046084,4.727387818712341,1
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,61,596,0,20,411,10.975054045382041,6.391917113392602,0
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,32,233,1,13,326,10.825223432646178,5.455321115357702,0
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,39,1511,0,11,569,11.246600366746865,7.321188556739479,0
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,54,1152,0,17,644,11.377174467988334,7.050122520269059,0
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,36,48,1,7,503,10.160143246382786,3.8918202981106265,1
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,44,1185,1,31,455,10.980382381786619,7.078341579557671,0
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,21,2,4,92,10.71798916150825,3.091042453358316,1
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,49,965,1,16,557,11.222666742471663,6.873163834212518,0
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,60,869,0,21,423,10.987189228468484,6.76849321164863,0
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,30,16,1,6,37,9.851615143125416,2.833213344056216,1
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,49,1947,0,16,501,11.187070663371383,7.5745584842024805,0
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,38,71,1,12,697,8.922791623969637,4.276666119016055,1
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,65,1,6,21,10.709851805031679,4.189654742026425,1
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,59,1380,0,24,218,11.294719702685642,7.2305631534092925,0
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,38,1027,0,23,155,11.225416710831293,6.93537044601511,0
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,49,411,3,21,261,10.950157213238244,6.021023349349527,1
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,23,836,0,26,440,11.406364228735884,6.729824070489475,0
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,65,11,2,4,275,10.489800910432063,2.4849066497880004,1
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,61,480,2,23,691,10.889192400494602,6.175867270105761,1
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,606,2,23,382,11.103060692517378,6.408528791059498,0
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,66,284,3,16,256,10.716038676593497,5.652489180268651,1
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,41,1472,2,14,263,11.40417030513319,7.29505641646263,0
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,65,1677,0,26,61,11.184782443924378,7.425357887027151,0
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,41,1335,1,19,457,11.118889791321777,7.197435354096591,0
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,62,334,1,13,26,11.164020258295857,5.814130531825066,0
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,25,18,1,4,468,9.76927021041632,2.9444389791664403,1
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,45,1338,1,20,689,11.04903113588867,7.199678345691172,0
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,61,1099,1,30,463,11.06834003866904,7.003065458786462,0
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,58,97,2,8,480,10.46144482303439,4.584967478670572,1
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,64,63,3,9,179,10.794829639046318,4.1588830833596715,1
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,36,109,1,9,332,10.563672395393246,4.700480365792417,1
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,50,902,0,21,155,11.317214671057258,6.805722553416985,0
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,62,1574,0,20,413,11.33672513518121,7.362010551259734,0
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,39,38,1,9,202,9.741203889478681,3.6635616461296463,1
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,19,960,0,24,112,11.172742351554666,6.8679744089702925,0
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,44,28,1,4,287,10.42519376739833,3.367295829986474,1
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,60,1215,0,28,151,11.059818283384223,7.103322062526113,0
6974,1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,42,1497,0,22,180,11.331931027164178,7.311886164077165,0
7938,1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,56,449,1,17,269,10.849705950651972,6.1092475827643655,0
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,39,1064,1,24,186,10.97388896343752,6.970730078143525,0
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,45,1757,0,25,486,11.301624018332607,7.471932078245122,0
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,35,1440,0,21,58,11.231993889888624,7.273092595999522,0
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,36,1006,0,24,505,11.064385827288515,6.914730892718563,0
4012,1972,PhD,Together,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,42,1226,1,23,687,11.038447842325047,7.112327444710911,0
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,50,1171,1,20,283,10.977004230754469,7.066466970136958,0
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,35,92,1,8,471,10.613073867047845,4.532599493153256,1
6488,1959,PhD,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,55,99,1,8,84,10.566948422725712,4.605170185988092,1
